numero,nome,slug,apelido,aliases,tipo,categoria,faixa_etaria,papel,descricao_curta,asset_futuro,status_imagem,tags,variacoes_planejadas,assets_variacoes_futuras,padrao_visual_avatar,status_variacoes,uid,numero_legacy,card_code,uids_variacoes,card_codes_variacoes,tipo_personagem,classificacao_principal,subcategoria,fase_vida,geracao,geracao_calculada_pelo_usuario,regiao,uf,familia_uid,origens_culturais,comunidades,profissoes,folclore,status_pesquisa
180,Nayara Voluntaria,nayara-voluntaria,Nayara,Nayara Voluntaria|Nayara|nayara voluntaria,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/180-nayara-voluntaria.png,pendente,escola|crianca|vila_pig,,,,,VIL-180,180,CR-180-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
181,Dona Celeste Solidaria,dona-celeste-solidaria,Dona,Dona Celeste Solidaria|Dona|dona celeste solidaria,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/181-dona-celeste-solidaria.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-181,181,CR-181-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
182,Bruno Protetor,bruno-protetor,Bruno,Bruno Protetor|Bruno|bruno protetor,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/182-bruno-protetor.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-182,182,CR-182-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
183,Lia Comunidade,lia-comunidade,Lia,Lia Comunidade|Lia|lia comunidade,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/183-lia-comunidade.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-183,183,CR-183-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
184,Padre Antonio Conselheiro,padre-antonio-conselheiro,Padre,Padre Antonio Conselheiro|Padre|padre antonio conselheiro,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/184-padre-antonio-conselheiro.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-184,184,CR-184-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
185,Dona Salete da Novena,dona-salete-da-novena,Dona,Dona Salete da Novena|Dona|dona salete da novena,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/185-dona-salete-da-novena.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-185,185,CR-185-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
186,Pastor Elias Visitante,pastor-elias-visitante,Pastor,Pastor Elias Visitante|Pastor|pastor elias visitante,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/186-pastor-elias-visitante.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-186,186,CR-186-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
187,Yuri da Oficina Cultural,yuri-da-oficina-cultural,Yuri,Yuri da Oficina Cultural|Yuri|yuri da oficina cultural,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/187-yuri-da-oficina-cultural.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-187,187,CR-187-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
188,Bia da Dan?a,bia-da-dan-a,Bia,Bia da Dan?a|Bia|bia da dan a,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/188-bia-da-dan-a.png,pendente,escola|crianca|vila_pig,,,,,VIL-188,188,CR-188-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
189,Nilo do Cordel,nilo-do-cordel,Nilo,Nilo do Cordel|Nilo|nilo do cordel,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/189-nilo-do-cordel.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-189,189,CR-189-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
190,Dona Amara da Renda,dona-amara-da-renda,Dona,Dona Amara da Renda|Dona|dona amara da renda,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/190-dona-amara-da-renda.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-190,190,CR-190-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
191,Seu Raul do Forro,seu-raul-do-forro,Seu,Seu Raul do Forro|Seu|seu raul do forro,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/191-seu-raul-do-forro.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-191,191,CR-191-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
192,Cida do Sao Joao,cida-do-sao-joao,Cida,Cida do Sao Joao|Cida|cida do sao joao,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/192-cida-do-sao-joao.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-192,192,CR-192-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
193,Benicio do Cordel,benicio-do-cordel,Benicio,Benicio do Cordel|Benicio|benicio do cordel,proposito_social,Proposito social futuro,adulto,Personagem de solidariedade futura,"Mostra doacao opcional, sem pressao.",assets/characters/193-benicio-do-cordel.png,pendente,proposito_social|proposito_social_futuro|adulto|vila_pig,,,,,VIL-193,193,CR-193-VIL-2026,,,personagem_vila,personagem_vila,proposito_social,,,false,,,,,,,,pendente
194,Lourival do Repente,lourival-do-repente,Lourival,Lourival do Repente|Lourival|lourival do repente,educativo_comunidade,Comunidade educativa,senior,Guardiao de saberes locais,Ensina pelo exemplo e pela memoria comunitaria.,assets/characters/194-lourival-do-repente.png,pendente,educativo_comunidade|comunidade_educativa|senior|vila_pig,,,,,VIL-194,194,CR-194-VIL-2026,,,personagem_vila,personagem_vila,educativo_comunidade,,,false,,,,,,,,pendente
195,Tais do Artesanato,tais-do-artesanato,Tais,Tais do Artesanato|Tais|tais do artesanato,familia_estendida,Familia estendida,adulto,Parente ou pessoa proxima da familia,Fortalece vinculos familiares e pequenos combinados.,assets/characters/195-tais-do-artesanato.png,pendente,familia_estendida|adulto|vila_pig,,,,,VIL-195,195,CR-195-VIL-2026,,,personagem_vila,personagem_vila,familia_estendida,,,false,,,,,,,,pendente
196,Malu da Horta,malu-da-horta,Malu,Malu da Horta|Malu|malu da horta,escola,Escola,crianca,"Aluno, educador ou apoio escolar","Apoia aprendizado de moedas, metas e escolhas.",assets/characters/196-malu-da-horta.png,pendente,escola|crianca|vila_pig,,,,,VIL-196,196,CR-196-VIL-2026,,,personagem_vila,personagem_vila,escola,,,false,,,,,,,,pendente
197,Dona Dete da Cozinha,dona-dete-da-cozinha,Dona,Dona Dete da Cozinha|Dona|dona dete da cozinha,escola_eventos,Cantina e eventos escolares,adolescente,Personagem de evento escolar supervisionado,Ajuda a explicar arrecadacoes e festas sem pressao.,assets/characters/197-dona-dete-da-cozinha.png,pendente,escola_eventos|cantina_e_eventos_escolares|adolescente|vila_pig,,,,,VIL-197,197,CR-197-VIL-2026,,,personagem_vila,personagem_vila,escola_eventos,,,false,,,,,,,,pendente
198,Seu Jaime da Serra,seu-jaime-da-serra,Seu,Seu Jaime da Serra|Seu|seu jaime da serra,comercio_local,Comercio local,adulto,Pessoa do comercio de bairro,Mostra o problema da falta de moeda e do troco miudo.,assets/characters/198-seu-jaime-da-serra.png,pendente,comercio_local|adulto|vila_pig,,,,,VIL-198,198,CR-198-VIL-2026,,,personagem_vila,personagem_vila,comercio_local,,,false,,,,,,,,pendente
199,Nadia do Sertao,nadia-do-sertao,Nadia,Nadia do Sertao|Nadia|nadia do sertao,vizinhanca,Vizinhanca,adulto,Morador ou familia da comunidade,"Reforca convivencia, respeito e ajuda mutua.",assets/characters/199-nadia-do-sertao.png,pendente,vizinhanca|adulto|vila_pig,,,,,VIL-199,199,CR-199-VIL-2026,,,personagem_vila,personagem_vila,vizinhanca,,,false,,,,,,,,pendente
200,Ramon da Praia,ramon-da-praia,Ramon,Ramon da Praia|Ramon|ramon da praia,relacoes_confianca,Relacoes de confianca,adulto,Pessoa autorizada ou de confianca,Representa cuidado e vinculos seguros.,assets/characters/200-ramon-da-praia.png,pendente,relacoes_confianca|relacoes_de_confianca|adulto|vila_pig,,,,,VIL-200,200,CR-200-VIL-2026,,,personagem_vila,personagem_vila,relacoes_confianca,,,false,,,,,,,,pendente
201,Vantajinho,vantajinho,Vantajinho,Vantajinho|Quati Vantajinho|Vantajinho da Vila Pig,personagem_especial,Contraponto educativo,atemporal,"Contraponto educativo do Pig para impulso, descuido e escolhas mal planejadas","O Vantajinho mostra, de forma leve, que descuido e impulso podem ter consequencias educativas.",assets/characters/201-vantajinho.png,criada,personagem_especial|vantajinho|quati|educacao|pigcoin|contraponto_ao_erro,,,,,ESP-201,201,CR-201-ESP-2026,,,personagem_especial,especial_educativo,personagem_especial,,,false,,,,,,,,nao_aplicavel
